Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,1098.000000,1107.579956,1093.703003,1097.949951,1097.949951,1436300
2019-07-02,1102.239990,1111.770020,1098.170044,1111.250000,1111.250000,991600
2019-07-03,1117.410034,1126.760010,1113.859985,1121.579956,1121.579956,767000
2019-07-05,1117.800049,1132.880005,1116.140015,1131.589966,1131.589966,1264300
2019-07-08,1125.170044,1125.979980,1111.209961,1116.349976,1116.349976,1236400
2019-07-09,1111.800049,1128.025024,1107.170044,1124.829956,1124.829956,1330400
2019-07-10,1131.219971,1142.050049,1130.969971,1140.479980,1140.479980,1209500
2019-07-11,1143.250000,1153.069946,1139.579956,1144.209961,1144.209961,1195500
2019-07-12,1143.989990,1147.339966,1138.780029,1144.900024,1144.900024,864000
2019-07-15,1146.859985,1150.819946,1139.400024,1150.339966,1150.339966,903800
2019-07-16,1146.000000,1158.579956,1145.000000,1153.579956,1153.579956,1238800
2019-07-17,1150.969971,1158.359985,1145.770020,1146.349976,1146.349976,1170000
2019-07-18,1141.739990,1147.604980,1132.729980,1146.329956,1146.329956,1291300
2019-07-19,1148.189941,1151.140015,1129.619995,1130.099976,1130.099976,1647200
2019-07-22,1133.449951,1139.250000,1124.239990,1138.069946,1138.069946,1301500
2019-07-23,1144.000000,1146.900024,1131.800049,1146.209961,1146.209961,1093700
2019-07-24,1131.900024,1144.000000,1126.989990,1137.810059,1137.810059,1589800
2019-07-25,1137.819946,1141.699951,1120.920044,1132.119995,1132.119995,2209800
2019-07-26,1224.040039,1265.550049,1224.000000,1250.410034,1250.410034,4805800
2019-07-29,1241.050049,1247.369995,1228.229980,1239.410034,1239.410034,2223700
2019-07-30,1225.410034,1234.869995,1223.300049,1225.140015,1225.140015,1453300
2019-07-31,1223.000000,1234.000000,1207.764038,1216.680054,1216.680054,1725500
2019-08-01,1214.030029,1234.109985,1205.719971,1209.010010,1209.010010,1698500
2019-08-02,1200.739990,1206.900024,1188.939941,1193.989990,1193.989990,1645100
2019-08-05,1170.040039,1175.239990,1140.140015,1152.319946,1152.319946,2597500
2019-08-06,1163.310059,1179.959961,1160.000000,1169.949951,1169.949951,1709400
2019-08-07,1156.000000,1178.444946,1149.624023,1173.989990,1173.989990,1444300
2019-08-08,1182.829956,1205.010010,1173.020020,1204.800049,1204.800049,1468000
2019-08-09,1197.989990,1203.880005,1183.603027,1188.010010,1188.010010,1065700
2019-08-12,1179.209961,1184.959961,1167.671997,1174.709961,1174.709961,1003000
2019-08-13,1171.459961,1204.780029,1171.459961,1197.270020,1197.270020,1294400
2019-08-14,1176.310059,1182.300049,1160.540039,1164.290039,1164.290039,1578700
2019-08-15,1163.500000,1175.839966,1162.109985,1167.260010,1167.260010,1218700
2019-08-16,1179.550049,1182.719971,1171.810059,1177.599976,1177.599976,1313300
2019-08-19,1190.089966,1206.989990,1190.089966,1198.449951,1198.449951,1231600
2019-08-20,1195.250000,1196.060059,1182.109985,1182.689941,1182.689941,915500
2019-08-21,1193.150024,1199.000000,1187.430054,1191.250000,1191.250000,740700
2019-08-22,1194.069946,1198.011963,1178.579956,1189.530029,1189.530029,947500
2019-08-23,1181.989990,1194.079956,1147.750000,1151.290039,1151.290039,1687000
2019-08-26,1157.260010,1169.469971,1152.959961,1168.890015,1168.890015,1226100
2019-08-27,1180.530029,1182.400024,1161.449951,1167.839966,1167.839966,1077200
2019-08-28,1161.709961,1176.420044,1157.300049,1171.020020,1171.020020,802000
2019-08-29,1181.119995,1196.060059,1181.119995,1192.849976,1192.849976,1088400
2019-08-30,1198.500000,1198.500000,1183.802979,1188.099976,1188.099976,1129800
2019-09-03,1177.030029,1186.890015,1163.199951,1168.390015,1168.390015,1479900
2019-09-04,1176.709961,1183.479980,1171.000000,1181.410034,1181.410034,1068900
2019-09-05,1191.530029,1213.040039,1191.530029,1211.380005,1211.380005,1408100
2019-09-06,1208.130005,1212.015015,1202.521973,1204.930054,1204.930054,1072100
2019-09-09,1204.000000,1220.000000,1192.619995,1204.410034,1204.410034,1471900
2019-09-10,1195.150024,1210.000000,1194.579956,1206.000000,1206.000000,1260100
2019-09-11,1203.410034,1222.599976,1202.199951,1220.170044,1220.170044,1307000
2019-09-12,1224.300049,1241.859985,1223.020020,1234.250000,1234.250000,1725900
2019-09-13,1231.349976,1240.880005,1227.010010,1239.560059,1239.560059,1301400
2019-09-16,1229.520020,1239.560059,1225.609985,1231.300049,1231.300049,1053300
2019-09-17,1230.400024,1235.000000,1223.689941,1229.150024,1229.150024,955100
2019-09-18,1227.510010,1235.609985,1216.530029,1232.410034,1232.410034,1135100
2019-09-19,1232.060059,1244.439941,1232.020020,1238.709961,1238.709961,996000
2019-09-20,1233.119995,1243.319946,1223.079956,1229.930054,1229.930054,2270000
2019-09-23,1226.000000,1239.089966,1224.170044,1234.030029,1234.030029,1062400
2019-09-24,1240.000000,1246.739990,1210.680054,1218.760010,1218.760010,1583200
2019-09-25,1215.819946,1248.300049,1210.089966,1246.520020,1246.520020,1453000
2019-09-26,1241.959961,1245.000000,1232.267944,1241.390015,1241.390015,1538000
2019-09-27,1243.010010,1244.020020,1214.449951,1225.089966,1225.089966,1353900
2019-09-30,1220.969971,1226.000000,1212.300049,1219.000000,1219.000000,1404100
2019-10-01,1219.000000,1231.229980,1203.579956,1205.099976,1205.099976,1273500
2019-10-02,1196.979980,1196.979980,1171.290039,1176.630005,1176.630005,1615100
2019-10-03,1180.000000,1189.060059,1162.430054,1187.829956,1187.829956,1621200
2019-10-04,1191.890015,1211.439941,1189.170044,1209.000000,1209.000000,1162400
2019-10-07,1204.400024,1218.203979,1203.750000,1207.680054,1207.680054,842900
2019-10-08,1197.589966,1206.079956,1189.010010,1189.130005,1189.130005,1039300
2019-10-09,1199.349976,1208.349976,1197.630005,1202.310059,1202.310059,867700
2019-10-10,1198.579956,1215.000000,1197.339966,1208.670044,1208.670044,846600
2019-10-11,1222.209961,1228.390015,1213.739990,1215.449951,1215.449951,1272700
2019-10-14,1212.339966,1226.329956,1211.760010,1217.140015,1217.140015,867500
2019-10-15,1220.400024,1247.329956,1220.400024,1243.010010,1243.010010,1381700
2019-10-16,1241.170044,1254.739990,1238.449951,1243.640015,1243.640015,1094600
2019-10-17,1250.930054,1263.324951,1249.939941,1253.069946,1253.069946,952400
2019-10-18,1253.459961,1258.890015,1241.079956,1245.489990,1245.489990,1352800
2019-10-21,1252.260010,1254.629028,1240.599976,1246.150024,1246.150024,1027200
2019-10-22,1247.849976,1250.599976,1241.380005,1242.800049,1242.800049,1023800
2019-10-23,1242.359985,1259.890015,1242.359985,1259.130005,1259.130005,911500
2019-10-24,1260.900024,1264.000000,1253.714966,1260.989990,1260.989990,1028100
2019-10-25,1251.030029,1269.599976,1250.010010,1265.130005,1265.130005,1213100
